,RELIANCE,HDFC BANK,ICICI BANK,INFOSYS,HDFC,TCS,ITC,KOTAK,L&T,AXIS BANK,UNILEVER,SBI,AIRTEL,BAJAJ FINANCE,ASIAN PAINTS,M&M,HCL,MARUTI SUZUKI,SUN PHARMA,TITAN,BAJAJ FINSERV,TATA STEEL,ULTRATECH,NTPC,INDUSIND BANK,POWER GRID,NESTLE,TECH MAHINDRA,WIPRO,DR REDDY
619,2021-03-30 07:00:00,,,,,,,,,,2021-05-31 07:00:00,2021-04-23 07:00:00,2021-06-21 07:00:00,,,,,2021-05-12 07:00:00,,2021-04-01 07:00:00,,,,,,2021-03-30 07:00:00,2021-04-22 07:00:00,,,
620,2021-04-07 10:49:03,,,,,,,,,,2021-06-02 07:00:00,2021-04-19 07:00:00,2021-06-17 07:00:00,,,,,2021-05-09 07:00:00,,2021-04-10 07:00:00,,,,,,2021-04-06 07:00:00,2021-04-23 07:00:00,,,
621,2021-03-31 07:00:00,,,,,,,,,,2021-06-13 07:00:00,2021-04-27 07:00:00,2021-06-21 07:00:00,,,,,2021-05-03 07:00:00,,2021-04-04 07:00:00,,,,,,2021-04-08 07:00:00,2021-04-28 07:00:00,,,
622,2021-04-06 07:00:00,,,,,,,,,,2021-06-21 07:00:00,2021-04-23 07:00:00,2021-06-24 07:00:00,,,,,2021-05-02 07:00:00,,2021-04-10 06:41:21,,,,,,2021-04-01 07:00:00,2021-04-23 07:00:00,,,
623,2021-04-10 07:00:00,,,,,,,,,,2021-06-20 07:00:00,2021-04-22 07:00:00,2021-06-16 07:00:00,,,,,2021-05-03 07:00:00,,2021-04-06 07:00:00,,,,,,2021-04-13 07:00:00,2021-04-25 07:00:00,,,
624,2021-04-02 07:00:00,,,,,,,,,,2021-06-14 07:00:00,2021-04-28 07:00:00,2021-06-23 07:00:00,,,,,2021-05-09 07:00:00,,2021-03-30 07:00:00,,,,,,2021-04-09 07:00:00,2021-04-26 07:00:00,,,
625,2021-03-30 07:00:00,,,,,,,,,,2021-06-23 07:00:00,2021-04-24 07:00:00,2021-06-16 07:00:00,,,,,2021-05-07 07:00:00,,2021-04-13 07:00:00,,,,,,2021-04-08 07:00:00,2021-04-20 07:00:00,,,
626,2021-04-12 07:00:00,,,,,,,,,,2021-06-21 07:00:00,2021-04-29 07:00:00,2021-06-22 07:00:00,,,,,2021-05-03 07:00:00,,2021-04-02 07:00:00,,,,,,2021-04-01 07:00:00,2021-04-27 07:00:00,,,
627,2021-04-13 07:00:00,,,,,,,,,,2021-06-17 07:00:00,2021-04-19 07:00:00,2021-06-15 07:00:00,,,,,2021-05-13 07:00:00,,2021-04-10 07:00:00,,,,,,2021-04-12 07:00:00,2021-04-26 07:00:00,,,
628,2021-04-05 07:00:00,,,,,,,,,,2021-06-24 07:00:00,2021-04-17 07:00:00,2021-06-23 07:00:00,,,,,2021-04-29 07:00:00,,2021-04-09 07:00:00,,,,,,2021-04-09 07:00:00,2021-04-26 07:00:00,,,
629,2021-04-06 07:00:00,,,,,,,,,,2021-06-14 07:00:00,2021-04-19 07:00:00,2021-06-18 07:00:00,,,,,2021-05-08 07:00:00,,2021-04-10 07:00:00,,,,,,2021-04-08 07:00:00,2021-04-27 07:00:00,,,
630,2021-04-12 07:00:00,,,,,,,,,,2021-06-14 07:00:00,2021-04-20 07:00:00,2021-06-24 07:00:00,,,,,2021-05-09 07:00:00,,2021-04-01 07:00:00,,,,,,2021-04-12 07:00:00,2021-04-27 07:00:00,,,
631,2021-04-06 07:00:00,,,,,,,,,,2021-06-14 07:00:00,2021-04-26 07:00:00,2021-06-24 07:00:00,,,,,2021-05-12 07:00:00,,2021-03-30 07:00:00,,,,,,2021-04-05 07:00:00,2021-04-21 07:00:00,,,
632,2021-04-05 07:00:00,,,,,,,,,,2021-06-14 07:00:00,2021-04-22 07:00:00,2021-06-25 07:00:00,,,,,2021-05-08 07:00:00,,2021-04-02 07:00:00,,,,,,2021-04-13 07:00:00,2021-04-22 07:00:00,,,
633,2021-04-10 07:00:00,,,,,,,,,,2021-06-16 07:00:00,2021-04-27 07:00:00,2021-06-22 07:00:00,,,,,2021-05-10 07:00:00,,2021-04-06 07:00:00,,,,,,2021-04-08 07:00:00,2021-04-22 07:00:00,,,
634,2021-04-04 07:00:00,,,,,,,,,,2021-06-16 07:00:00,2021-04-23 07:00:00,2021-06-23 07:00:00,,,,,2021-05-12 07:00:00,,2021-04-06 07:00:00,,,,,,2021-03-31 07:00:00,2021-04-23 07:00:00,,,
635,2021-04-02 07:00:00,,,,,,,,,,2021-06-23 07:00:00,2021-04-27 07:00:00,2021-06-24 07:00:00,,,,,2021-04-30 07:00:00,,2021-04-07 07:00:00,,,,,,2021-03-30 07:00:00,2021-04-22 07:00:00,,,
636,2021-04-12 07:00:00,,,,,,,,,,2021-06-18 07:00:00,2021-04-22 07:00:00,2021-06-25 07:00:00,,,,,2021-05-09 07:00:00,,2021-04-09 07:00:00,,,,,,2021-04-13 07:00:00,2021-04-27 07:00:00,,,
637,2021-04-08 07:00:00,,,,,,,,,,2021-06-18 07:00:00,2021-04-18 07:00:00,2021-06-26 07:00:00,,,,,2021-05-14 07:00:00,,2021-04-08 07:00:00,,,,,,2021-04-04 07:00:00,2021-04-20 07:00:00,,,
638,2021-03-31 07:00:00,,,,,,,,,,2021-06-24 07:00:00,2021-04-14 07:00:00,2021-06-21 07:00:00,,,,,2021-05-08 07:00:00,,2021-04-09 07:00:00,,,,,,2021-03-30 07:00:00,2021-04-27 07:00:00,,,
639,2021-04-09 07:00:00,,,,,,,,,,2021-06-22 07:00:00,2021-04-16 07:00:00,2021-06-17 07:00:00,,,,,2021-05-03 07:00:00,,2021-04-07 07:00:00,,,,,,2021-04-05 07:00:00,2021-04-26 07:00:00,,,
640,2021-04-03 07:00:00,,,,,,,,,,2021-06-16 07:00:00,2021-04-23 07:00:00,2021-06-18 07:00:00,,,,,2021-04-29 10:28:07,,2021-04-08 07:00:00,,,,,,2021-04-01 07:00:00,2021-04-21 07:00:00,,,
641,2021-04-08 07:00:00,,,,,,,,,,2021-06-15 07:00:00,2021-04-26 07:00:00,2021-06-22 07:00:00,,,,,2021-05-24 07:00:00,,2021-03-30 07:00:00,,,,,,2021-03-31 07:00:00,2021-04-29 07:00:00,,,
642,2021-04-05 07:00:00,,,,,,,,,,2021-06-24 07:00:00,2021-04-27 07:00:00,2021-06-22 07:00:00,,,,,2021-05-18 07:00:00,,2021-04-13 07:00:00,,,,,,2021-03-31 07:00:00,2021-04-23 07:00:00,,,
643,2021-04-05 07:00:00,,,,,,,,,,2021-06-23 07:00:00,2021-04-18 07:00:00,2021-06-20 07:00:00,,,,,2021-05-29 07:00:00,,2021-04-02 07:00:00,,,,,,2021-04-06 07:00:00,2021-04-26 07:00:00,,,
644,2021-04-12 07:00:00,,,,,,,,,,2021-06-15 07:00:00,2021-04-27 07:00:00,2021-06-16 07:00:00,,,,,2021-05-18 07:00:00,,2021-04-11 07:00:00,,,,,,2021-04-01 07:00:00,2021-04-20 07:00:00,,,
645,2021-03-31 07:00:00,,,,,,,,,,2021-06-17 07:00:00,2021-04-22 07:00:00,2021-06-14 07:00:00,,,,,2021-05-20 07:00:00,,2021-04-07 07:00:00,,,,,,2021-04-09 07:00:00,2021-04-25 07:00:00,,,
646,2021-03-31 07:00:00,,,,,,,,,,2021-06-15 07:00:00,2021-04-25 07:00:00,2021-06-25 07:00:00,,,,,2021-05-27 07:00:00,,2021-04-07 07:00:00,,,,,,2021-04-06 07:00:00,2021-04-16 07:00:00,,,
647,2021-03-30 07:00:00,,,,,,,,,,2021-06-23 07:00:00,2021-04-22 07:00:00,2021-06-16 07:00:00,,,,,2021-05-25 07:00:00,,2021-04-11 07:00:00,,,,,,2021-04-07 07:00:00,2021-04-21 07:00:00,,,
648,2021-04-05 07:00:00,,,,,,,,,,2021-06-23 07:00:00,2021-04-15 07:00:00,2021-06-28 07:00:00,,,,,2021-05-18 07:00:00,,2021-03-31 07:00:00,,,,,,2021-04-05 07:00:00,2021-04-28 07:00:00,,,
649,2021-04-08 07:00:00,,,,,,,,,,2021-06-14 07:00:00,2021-04-29 07:00:00,2021-06-17 07:00:00,,,,,2021-05-24 07:00:00,,2021-04-01 07:00:00,,,,,,2021-03-31 07:00:00,2021-04-27 07:00:00,,,
650,2021-04-09 07:00:00,,,,,,,,,,2021-06-24 07:00:00,2021-04-19 07:00:00,2021-06-19 07:00:00,,,,,2021-05-28 07:00:00,,2021-03-30 07:00:00,,,,,,2021-04-05 07:00:00,2021-04-16 07:00:00,,,
651,2021-03-30 07:00:00,,,,,,,,,,2021-06-24 07:00:00,2021-04-28 07:00:00,2021-06-20 07:00:00,,,,,2021-05-15 07:00:00,,2021-04-07 07:00:00,,,,,,2021-04-07 07:00:00,2021-04-27 07:00:00,,,
652,2021-04-12 07:00:00,,,,,,,,,,2021-06-22 07:00:00,2021-04-29 07:00:00,2021-06-21 07:00:00,,,,,2021-05-16 07:00:00,,2021-04-06 07:00:00,,,,,,2021-03-31 07:00:00,2021-04-23 07:00:00,,,
653,2021-04-23 07:00:00,,,,,,,,,,2021-06-23 07:00:00,2021-04-20 07:00:00,2021-06-19 07:00:00,,,,,2021-05-21 07:00:00,,2021-04-09 07:00:00,,,,,,2021-04-02 07:00:00,2021-04-16 07:00:00,,,
654,2021-04-28 07:00:00,,,,,,,,,,2021-06-24 07:00:00,2021-04-15 07:00:00,2021-06-23 07:00:00,,,,,2021-05-24 07:00:00,,2021-04-12 07:00:00,,,,,,2021-04-09 07:00:00,2021-04-23 07:00:00,,,
655,2021-04-15 07:00:00,,,,,,,,,,2021-06-14 07:00:00,2021-04-18 07:00:00,2021-06-16 07:00:00,,,,,2021-05-26 07:00:00,,2021-04-06 07:00:00,,,,,,2022-10-04 03:34:30,2021-04-27 07:00:00,,,
656,2021-04-20 07:00:00,,,,,,,,,,2021-06-16 07:00:00,2021-04-24 07:00:00,2021-06-13 07:00:00,,,,,2021-05-17 07:00:00,,2021-04-12 07:00:00,,,,,,2021-04-05 07:00:00,2021-04-20 07:00:00,,,
657,2021-04-16 07:00:00,,,,,,,,,,2021-06-16 07:00:00,2021-04-18 07:00:00,2021-06-23 07:00:00,,,,,2021-05-29 07:00:00,,2021-04-05 07:00:00,,,,,,2021-04-12 07:00:00,2021-04-23 07:00:00,,,
658,2021-04-22 07:00:00,,,,,,,,,,2021-06-16 07:00:00,2021-04-22 07:00:00,2021-06-18 07:00:00,,,,,2021-05-17 07:00:00,,2021-04-02 07:00:00,,,,,,2021-04-12 07:00:00,2021-04-19 07:00:00,,,
659,2021-04-28 07:00:00,,,,,,,,,,2021-06-19 07:00:00,2021-04-27 07:00:00,2021-06-18 07:00:00,,,,,2021-05-23 07:00:00,,2021-04-02 07:00:00,,,,,,2021-04-04 07:00:00,2021-04-26 07:00:00,,,
660,2021-04-26 07:00:00,,,,,,,,,,2021-06-17 07:00:00,2021-04-16 07:00:00,2021-06-20 07:00:00,,,,,2021-05-16 07:00:00,,2021-04-06 07:00:00,,,,,,2021-03-30 07:00:00,2021-04-26 07:00:00,,,
661,2021-04-23 07:00:00,,,,,,,,,,2021-06-24 07:00:00,2021-04-22 07:00:00,2021-07-02 07:00:00,,,,,2021-05-25 07:00:00,,2021-04-10 07:00:00,,,,,,2021-04-13 07:00:00,2021-04-24 07:00:00,,,
662,2021-04-20 07:00:00,,,,,,,,,,2021-06-23 07:00:00,2021-04-21 07:00:00,2021-07-07 07:00:00,,,,,2021-05-22 07:00:00,,2021-04-05 07:00:00,,,,,,2021-04-10 07:00:00,2021-04-16 07:00:00,,,
663,2021-04-26 07:00:00,,,,,,,,,,2021-06-18 07:00:00,2021-04-20 07:00:00,2021-07-10 07:00:00,,,,,2021-05-15 07:00:00,,2021-04-07 07:00:00,,,,,,2021-03-31 07:00:00,2021-04-22 07:00:00,,,
664,2021-04-24 07:00:00,,,,,,,,,,2021-06-14 07:00:00,2021-04-20 07:00:00,2021-07-02 07:00:00,,,,,2021-05-23 07:00:00,,2021-04-10 07:00:00,,,,,,2021-04-08 07:00:00,2021-04-22 07:00:00,,,
665,2021-04-27 07:00:00,,,,,,,,,,2021-06-16 07:00:00,2021-04-21 07:00:00,2021-07-06 07:00:00,,,,,2021-05-26 07:00:00,,2021-03-31 07:00:00,,,,,,2021-04-09 07:00:00,2021-04-21 09:44:12,,,
666,2021-04-26 07:00:00,,,,,,,,,,2021-06-24 07:00:00,2021-04-23 07:00:00,2021-07-01 07:00:00,,,,,2021-05-20 07:00:00,,2021-04-13 07:00:00,,,,,,2021-04-01 07:00:00,2021-04-20 07:00:00,,,
667,2021-04-26 07:00:00,,,,,,,,,,2021-06-22 07:00:00,2021-04-21 07:00:00,2021-06-30 07:00:00,,,,,2021-05-15 07:00:00,,2021-04-10 07:00:00,,,,,,2021-03-31 07:00:00,2021-04-22 07:00:00,,,
668,2021-04-29 07:00:00,,,,,,,,,,2021-06-22 07:00:00,2021-04-28 07:00:00,2021-07-05 07:00:00,,,,,2021-05-18 07:00:00,,2021-04-08 07:00:00,,,,,,2021-03-31 07:00:00,2021-04-15 07:00:00,,,
669,2021-04-23 07:00:00,,,,,,,,,,2021-06-17 07:00:00,2021-04-19 07:00:00,2021-07-04 07:00:00,,,,,2021-05-23 07:00:00,,2021-03-30 07:00:00,,,,,,2021-04-07 07:00:00,2021-04-22 07:00:00,,,
670,2021-04-26 07:00:00,,,,,,,,,,2021-06-24 07:00:00,2021-04-28 07:00:00,2021-06-28 07:00:00,,,,,2021-05-25 07:00:00,,2021-04-01 07:00:00,,,,,,2021-04-20 07:00:00,2021-04-20 07:00:00,,,
671,2021-04-23 07:00:00,,,,,,,,,,2021-06-17 07:00:00,2021-04-19 07:00:00,2021-07-13 07:00:00,,,,,2021-05-14 07:00:00,,2021-04-06 07:00:00,,,,,,2021-04-23 07:00:00,2021-04-21 07:00:00,,,
672,2021-04-22 07:00:00,,,,,,,,,,2021-06-17 07:00:00,2021-04-27 07:00:00,2021-07-01 07:00:00,,,,,2021-05-24 07:00:00,,2021-04-03 07:00:00,,,,,,2021-04-26 07:00:00,2021-04-28 15:29:44,,,
673,2021-04-22 07:00:00,,,,,,,,,,2021-06-25 07:00:00,2021-05-06 07:00:00,2021-07-01 07:00:00,,,,,2021-05-22 07:00:00,,2021-03-30 07:00:00,,,,,,2021-04-28 07:00:00,2021-04-23 07:00:00,,,
674,2021-04-20 07:00:00,,,,,,,,,,2021-06-17 07:00:00,2021-04-30 07:00:00,2021-07-05 07:00:00,,,,,2021-05-20 07:00:00,,2021-04-08 07:00:00,,,,,,2021-04-28 07:00:00,2021-04-20 07:00:00,,,
675,2021-04-17 07:00:00,,,,,,,,,,2021-06-14 07:00:00,2021-05-12 07:00:00,2021-06-29 07:00:00,,,,,2021-05-23 07:00:00,,2021-04-07 07:00:00,,,,,,2021-04-21 07:00:00,2021-04-27 07:00:00,,,
676,2021-04-16 07:00:00,,,,,,,,,,2021-06-25 07:00:00,2021-04-29 07:00:00,2021-07-08 07:00:00,,,,,2021-05-23 07:00:00,,2021-04-01 07:00:00,,,,,,2021-04-21 07:00:00,2021-04-20 09:50:05,,,
677,2021-04-28 07:00:00,,,,,,,,,,2021-06-21 07:00:00,2021-05-07 07:00:00,2021-06-30 07:00:00,,,,,2021-05-27 07:00:00,,2021-04-03 07:00:00,,,,,,2021-04-15 07:00:00,2021-04-17 07:00:00,,,
678,2021-04-22 07:00:00,,,,,,,,,,2021-06-16 07:00:00,2021-05-07 07:00:00,2021-07-12 07:00:00,,,,,2021-05-15 07:00:00,,2021-04-04 07:00:00,,,,,,2021-04-15 07:00:00,2021-04-22 07:00:00,,,
679,2021-04-14 07:00:00,,,,,,,,,,2021-06-16 07:00:00,2021-05-12 07:00:00,2021-07-02 07:00:00,,,,,2021-05-18 07:00:00,,2021-04-08 07:00:00,,,,,,2021-04-19 07:00:00,2021-04-15 07:00:00,,,
680,2021-04-15 07:00:00,,,,,,,,,,2021-06-25 07:00:00,2021-05-07 07:00:00,2021-07-13 07:00:00,,,,,2021-05-23 07:00:00,,2021-04-14 07:00:00,,,,,,2021-04-16 07:00:00,2021-04-21 07:00:00,,,
681,2021-04-20 07:00:00,,,,,,,,,,2021-06-16 07:00:00,2021-05-09 07:00:00,2021-07-01 07:00:00,,,,,2021-05-16 07:00:00,,2021-04-08 07:00:00,,,,,,2021-04-23 07:00:00,2021-04-22 07:00:00,,,
682,2021-04-16 07:00:00,,,,,,,,,,2021-06-17 03:32:47,2021-05-03 07:00:00,2021-07-01 07:00:00,,,,,2021-05-26 07:00:00,,2021-04-09 07:00:00,,,,,,2021-04-20 07:00:00,2021-04-21 07:00:00,,,
683,2021-04-21 07:00:00,,,,,,,,,,2021-06-20 07:00:00,2021-05-03 07:00:00,2021-07-08 07:00:00,,,,,2021-05-14 07:00:00,,2021-04-08 07:00:00,,,,,,2021-04-25 07:00:00,2021-04-20 07:00:00,,,
684,2021-04-14 07:00:00,,,,,,,,,,2021-06-23 07:00:00,2021-05-06 07:00:00,2021-07-09 07:00:00,,,,,2021-05-24 07:00:00,,2021-04-13 07:00:00,,,,,,2021-04-26 07:00:00,2021-04-19 07:00:00,,,
685,2021-04-15 07:00:00,,,,,,,,,,2021-06-26 07:00:00,2021-05-07 07:00:00,2021-07-08 07:00:00,,,,,2021-05-25 07:00:00,,2021-04-05 07:00:00,,,,,,2021-04-22 07:00:00,2021-04-23 07:00:00,,,
686,2021-04-21 07:00:00,,,,,,,,,,2021-06-18 07:00:00,2021-05-03 07:00:00,2021-07-06 07:00:00,,,,,2021-05-21 07:00:00,,2021-04-07 07:00:00,,,,,,2021-04-14 07:00:00,2021-04-20 07:00:00,,,
687,2021-04-28 07:00:00,,,,,,,,,,2021-06-19 07:00:00,2021-05-12 07:00:00,2021-06-29 07:00:00,,,,,2021-05-16 07:00:00,,2021-04-04 07:00:00,,,,,,2021-04-23 07:00:00,2021-04-20 07:00:00,,,
688,2021-04-22 07:00:00,,,,,,,,,,2021-06-14 07:00:00,2021-05-12 07:00:00,2021-07-08 07:00:00,,,,,2021-05-25 07:00:00,,2021-04-01 07:00:00,,,,,,2021-04-27 07:00:00,2021-04-28 07:00:00,,,
689,2021-04-23 07:00:00,,,,,,,,,,2021-06-21 07:00:00,2021-05-12 07:00:00,2021-07-04 07:00:00,,,,,2021-05-19 07:00:00,,2021-04-06 07:00:00,,,,,,2021-04-26 07:00:00,2021-04-16 07:00:00,,,
690,2021-04-19 07:00:00,,,,,,,,,,2021-06-18 07:00:00,2021-05-12 07:00:00,2021-07-06 07:00:00,,,,,2021-05-17 07:00:00,,2021-04-09 07:00:00,,,,,,2021-04-20 07:00:00,2021-04-21 07:00:00,,,
691,2021-04-15 07:00:00,,,,,,,,,,2021-06-15 07:00:00,2021-05-10 07:00:00,2021-07-02 07:00:00,,,,,2021-05-14 07:00:00,,2021-03-31 07:00:00,,,,,,2021-04-15 07:00:00,2021-04-26 07:00:00,,,
692,2021-04-23 07:00:00,,,,,,,,,,2021-06-23 07:00:00,2021-05-05 07:00:00,2021-07-07 07:00:00,,,,,2021-05-27 07:00:00,,2021-04-12 07:00:00,,,,,,2021-04-23 07:00:00,2021-04-20 07:00:00,,,
693,2021-04-15 07:00:00,,,,,,,,,,2021-06-17 07:00:00,2021-05-09 07:00:00,2021-07-12 07:00:00,,,,,2021-05-17 07:00:00,,2021-04-12 07:00:00,,,,,,2021-04-26 07:00:00,2021-04-14 07:00:00,,,
694,2021-04-20 07:00:00,,,,,,,,,,2021-06-25 07:00:00,2021-04-29 07:00:00,2021-07-11 07:00:00,,,,,2021-05-17 07:00:00,,2021-04-01 07:00:00,,,,,,2021-04-26 07:00:00,2021-04-20 07:00:00,,,
695,2021-04-27 07:00:00,,,,,,,,,,2021-06-23 07:00:00,2021-05-02 07:00:00,2021-06-29 07:00:00,,,,,2021-05-27 07:00:00,,2021-04-01 07:00:00,,,,,,2021-04-15 07:00:00,2021-04-23 07:00:00,,,
696,2021-04-21 07:00:00,,,,,,,,,,2021-06-21 07:00:00,2021-05-03 07:00:00,2021-07-06 07:00:00,,,,,2021-05-23 07:00:00,,2021-04-03 07:00:00,,,,,,2021-04-14 14:02:27,2021-04-19 07:00:00,,,
697,2021-04-20 07:00:00,,,,,,,,,,2021-06-22 07:00:00,2021-05-09 07:00:00,2021-07-05 07:00:00,,,,,2021-05-24 07:00:00,,2021-04-06 07:00:00,,,,,,2021-04-20 07:00:00,2021-04-23 07:00:00,,,
698,2021-04-15 07:00:00,,,,,,,,,,2021-06-22 07:00:00,2021-05-12 07:00:00,2021-06-30 07:00:00,,,,,2021-05-22 07:00:00,,2021-04-09 07:00:00,,,,,,2021-04-21 07:00:00,2021-04-29 07:00:00,,,
699,2021-04-21 07:00:00,,,,,,,,,,2021-07-08 07:00:00,2021-05-08 07:00:00,2021-07-01 07:00:00,,,,,2021-05-25 07:00:00,,2021-04-27 07:00:00,,,,,,2021-04-22 07:00:00,2021-04-19 07:00:00,,,
700,2021-04-25 07:00:00,,,,,,,,,,2021-07-01 07:00:00,2021-05-02 07:00:00,2021-07-07 07:00:00,,,,,2021-05-23 07:00:00,,2021-04-15 07:00:00,,,,,,2021-04-26 07:00:00,2021-04-27 07:00:00,,,
701,2021-04-19 07:00:00,,,,,,,,,,2021-07-01 07:00:00,2021-05-07 07:00:00,2021-07-01 07:00:00,,,,,2021-05-28 07:00:00,,2021-04-20 07:00:00,,,,,,2021-04-20 07:00:00,2021-04-19 07:00:00,,,
702,2021-04-26 07:00:00,,,,,,,,,,2021-07-08 07:00:00,2021-05-05 07:00:00,2021-07-01 07:00:00,,,,,2021-05-26 07:00:00,,2021-04-27 07:00:00,,,,,,2021-04-19 07:00:00,2021-04-19 07:00:00,,,
703,2021-04-18 07:00:00,,,,,,,,,,2021-07-06 07:00:00,2021-05-08 07:00:00,2021-07-13 07:00:00,,,,,2021-05-25 07:00:00,,2021-04-22 07:00:00,,,,,,2021-04-14 07:00:00,2021-04-21 07:00:00,,,
704,2021-04-23 07:00:00,,,,,,,,,,2021-06-28 07:00:00,2021-05-05 07:00:00,2021-07-09 07:00:00,,,,,2021-05-19 07:00:00,,2021-04-18 07:00:00,,,,,,2021-04-20 07:00:00,2021-04-18 07:00:00,,,
705,2021-04-27 07:00:00,,,,,,,,,,2021-07-07 07:00:00,2021-04-29 07:00:00,2021-06-28 07:00:00,,,,,2021-05-28 07:00:00,,2021-04-16 07:00:00,,,,,,2021-04-27 07:00:00,2021-04-15 07:00:00,,,
706,2021-04-14 07:00:00,,,,,,,,,,2021-06-30 07:00:00,2021-05-07 07:00:00,2021-07-03 07:00:00,,,,,2021-05-23 07:00:00,,2021-04-20 07:00:00,,,,,,2021-04-23 07:00:00,2021-04-20 07:00:00,,,
707,2021-04-23 07:00:00,,,,,,,,,,2021-06-30 07:00:00,2021-05-04 07:00:00,2021-07-02 07:00:00,,,,,2021-05-22 07:00:00,,2021-04-25 07:00:00,,,,,,2021-04-21 07:00:00,2021-04-19 07:00:00,,,
708,2021-04-28 07:00:00,,,,,,,,,,2021-07-01 07:00:00,2021-05-06 07:00:00,2021-07-05 07:00:00,,,,,2021-05-23 07:00:00,,2021-04-21 07:00:00,,,,,,2021-04-26 07:00:00,2021-04-28 07:00:00,,,
709,2021-04-28 07:00:00,,,,,,,,,,2021-07-08 07:00:00,2021-04-30 07:00:00,2021-07-09 07:00:00,,,,,2021-05-21 07:00:00,,2021-04-21 07:00:00,,,,,,2021-04-15 07:00:00,2021-04-23 07:00:00,,,
710,2021-04-15 07:00:00,,,,,,,,,,2021-06-30 07:00:00,2021-05-10 07:00:00,2021-07-07 07:00:00,,,,,2021-05-25 07:00:00,,2021-04-28 07:00:00,,,,,,2021-04-26 07:00:00,2021-04-28 07:00:00,,,
711,2021-04-15 07:00:00,,,,,,,,,,2021-07-07 07:00:00,2021-04-30 07:00:00,2021-07-02 07:00:00,,,,,2021-05-27 07:00:00,,2021-04-23 07:00:00,,,,,,2021-04-22 07:00:00,2021-04-14 07:00:00,,,
712,2021-04-16 07:00:00,,,,,,,,,,2021-06-29 07:00:00,2021-05-11 07:00:00,2021-06-28 07:00:00,,,,,2021-05-29 07:00:00,,2021-04-21 07:00:00,,,,,,2021-04-22 07:00:00,2021-04-23 07:00:00,,,
713,2021-04-27 07:00:00,,,,,,,,,,2021-07-02 07:00:00,2021-05-07 07:00:00,2021-07-12 07:00:00,,,,,2021-05-28 07:00:00,,2021-04-24 07:00:00,,,,,,2021-04-22 07:00:00,2021-04-23 07:00:00,,,
714,2021-04-19 07:00:00,,,,,,,,,,2021-07-09 07:00:00,2021-04-29 07:00:00,2021-06-28 07:00:00,,,,,2021-05-16 07:00:00,,2021-04-23 07:00:00,,,,,,2021-04-14 07:00:00,2021-04-15 07:00:00,,,
715,2021-04-24 07:00:00,,,,,,,,,,2021-07-08 07:00:00,2021-05-10 07:00:00,2021-07-10 07:00:00,,,,,2021-05-20 07:00:00,,2021-04-23 07:00:00,,,,,,2021-04-16 07:00:00,2021-04-20 07:00:00,,,
716,2021-04-17 07:00:00,,,,,,,,,,2021-07-07 07:00:00,2021-05-07 07:00:00,2021-07-03 07:00:00,,,,,2021-05-25 07:00:00,,2021-04-14 07:00:00,,,,,,2021-04-27 07:00:00,2021-04-30 07:00:00,,,
717,2021-04-22 07:00:00,,,,,,,,,,2021-06-28 07:00:00,2021-04-29 07:00:00,2021-07-06 07:00:00,,,,,2021-05-20 07:00:00,,2021-04-20 07:00:00,,,,,,2021-04-20 07:00:00,2021-05-05 07:00:00,,,
718,2021-04-27 07:00:00,,,,,,,,,,2021-06-28 07:00:00,2021-05-13 07:00:00,2021-07-12 07:00:00,,,,,2021-05-24 07:00:00,,2021-04-14 07:00:00,,,,,,2021-04-14 07:00:00,2021-04-30 07:00:00,,,
719,2021-04-15 07:00:00,,,,,,,,,,2021-07-11 07:00:00,2021-05-13 07:00:00,2021-07-08 07:00:00,,,,,2021-05-19 07:00:00,,2021-04-16 07:00:00,,,,,,2021-04-22 07:00:00,2021-05-03 07:00:00,,,
720,2021-04-22 07:00:00,,,,,,,,,,2021-07-07 07:00:00,2021-05-13 07:00:00,2021-07-01 07:00:00,,,,,2021-05-22 07:00:00,,2021-04-20 07:00:00,,,,,,2021-04-14 07:00:00,2021-05-04 07:00:00,,,
721,2021-04-17 07:00:00,,,,,,,,,,2021-07-01 07:00:00,2021-05-01 07:00:00,2021-07-02 07:00:00,,,,,2021-05-24 07:00:00,,2021-04-26 07:00:00,,,,,,2021-04-22 07:00:00,2021-05-10 07:00:00,,,
722,2021-04-16 07:00:00,,,,,,,,,,2021-06-29 07:00:00,2021-05-12 07:00:00,2021-07-02 09:46:15,,,,,2021-05-22 07:00:00,,2021-04-22 07:00:00,,,,,,2021-04-27 07:00:00,2021-05-04 07:00:00,,,
723,2021-04-26 07:00:00,,,,,,,,,,2021-06-29 07:00:00,2021-05-12 07:00:00,2021-06-30 07:00:00,,,,,2021-05-27 07:00:00,,2021-04-21 07:00:00,,,,,,2021-04-21 07:00:00,2021-04-30 07:00:00,,,
724,2021-04-24 07:00:00,,,,,,,,,,2021-06-30 07:00:00,2021-05-08 07:00:00,2021-07-07 03:52:43,,,,,2021-05-24 07:00:00,,2021-04-15 07:00:00,,,,,,2021-04-15 07:00:00,2021-05-05 07:00:00,,,
725,2021-04-22 07:00:00,,,,,,,,,,2021-07-07 07:00:00,2021-05-13 07:00:00,,,,,,2021-05-19 07:00:00,,2021-04-17 07:00:00,,,,,,2021-04-23 07:00:00,2021-05-03 07:00:00,,,
